,player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye,Season
44,2350,Derrick Henry,RB,TEN,43.8,4.08,426,30,59,5.1,6.0,2019
45,2449,Cooper Kupp,WR,LAR,45.2,4.09,382,35,56,3.7,7.0,2019
46,2469,Marlon Mack,RB,IND,46.5,4.11,471,31,61,5.7,14.0,2019
47,2488,Kenny Golladay,WR,DET,47.1,4.11,347,37,66,3.8,6.0,2019
48,2444,Deshaun Watson,QB,HOU,47.1,4.11,273,28,64,7.1,6.0,2019
49,2154,James White,RB,NE,48.1,4.12,419,32,61,6.2,10.0,2019
50,1935,T.Y. Hilton,WR,IND,49.0,5.01,343,37,60,4.5,14.0,2019
51,2359,Tyler Boyd,WR,CIN,51.5,5.04,423,41,69,4.2,10.0,2019
52,2285,Duke Johnson,RB,HOU,51.7,5.04,453,36,72,5.8,6.0,2019
53,1951,Josh Gordon,WR,SEA,52.1,5.04,434,39,67,4.8,11.0,2019
54,2866,Calvin Ridley,WR,ATL,53.5,5.06,346,39,68,5.2,14.0,2019
55,2446,O.J. Howard,TE,TB,54.1,5.06,268,39,70,5.5,11.0,2019
56,3032,Phillip Lindsay,RB,DEN,55.6,5.08,507,39,74,6.2,9.0,2019
57,1004,Aaron Rodgers,QB,GB,55.7,5.08,249,36,69,7.6,14.0,2019
58,2451,Evan Engram,TE,NYG,57.3,5.09,327,42,71,5.8,9.0,2019
59,2289,Tevin Coleman,RB,SF,57.7,5.10,462,42,75,5.8,9.0,2019
60,3252,Miles Sanders,RB,PHI,59.0,5.11,368,45,71,5.0,7.0,2019
61,2436,Mike Williams,WR,LAC,60.3,5.12,464,45,77,5.9,8.0,2019
62,2625,Austin Ekeler,RB,LAC,61.7,6.02,756,44,82,6.7,8.0,2019
63,2466,Dede Westbrook,WR,JAX,62.7,6.03,580,46,79,6.1,11.0,2019
64,2886,Baker Mayfield,QB,CLE,63.2,6.03,219,38,80,9.3,9.0,2019
65,2354,Hunter Henry,TE,LAC,63.3,6.03,374,48,84,5.6,8.0,2019
66,1795,A.J. Green,WR,CIN,63.8,6.04,356,47,81,6.4,10.0,2019
67,2132,Jarvis Landry,WR,CLE,64.8,6.05,420,46,87,6.9,9.0,2019
68,2876,D.J. Moore,WR,CAR,67.2,6.07,408,50,87,6.6,13.0,2019
69,1342,Matt Ryan,QB,ATL,69.2,6.09,174,51,82,6.9,14.0,2019
70,2861,Derrius Guice,RB,WAS,69.8,6.10,540,50,100,7.4,14.0,2019
71,1658,Jared Cook,TE,NO,70.6,6.11,206,54,91,6.2,14.0,2019
72,2493,Tarik Cohen,RB,CHI,71.0,6.11,398,51,97,7.6,14.0,2019
73,1918,Alshon Jeffery,WR,PHI,71.9,6.12,392,53,94,6.9,7.0,2019
74,127,Drew Brees,QB,NO,73.9,7.02,202,53,91,8.0,14.0,2019
75,2352,Carson Wentz,QB,PHI,74.6,7.03,249,57,90,6.4,7.0,2019
76,1984,Vance McDonald,TE,PIT,75.1,7.03,247,57,96,6.9,9.0,2019
77,2523,Robby Anderson,WR,NYJ,75.9,7.04,359,60,95,6.3,10.0,2019
78,2023,Latavius Murray,RB,NO,76.4,7.04,476,55,94,7.9,14.0,2019
79,2130,Allen Robinson,WR,CHI,76.6,7.05,392,57,95,7.5,14.0,2019
80,1762,Emmanuel Sanders,WR,SF,80.6,7.09,373,60,99,7.6,9.0,2019
81,2351,Jared Goff,QB,LAR,81.5,7.09,268,64,100,6.7,7.0,2019
82,2345,Will Fuller,WR,HOU,81.6,7.10,311,63,99,7.0,6.0,2019
83,2360,Kenyan Drake,RB,ARI,82.9,7.11,391,62,98,8.0,13.0,2019
84,3435,Tony Pollard,RB,DAL,83.3,7.11,210,61,99,8.3,9.0,2019
85,2448,David Njoku,TE,CLE,83.5,7.11,174,62,117,8.1,9.0,2019
86,3267,Devin Singletary,RB,BUF,83.9,7.12,678,61,108,8.6,7.0,2019
87,2525,Matt Breida,RB,SF,84.8,8.01,560,63,102,8.1,9.0,2019
88,3427,Darwin Thompson,RB,KC,86.0,8.02,91,61,98,9.3,8.0,2019
89,2443,Curtis Samuel,WR,CAR,88.0,8.04,423,69,105,7.0,13.0,2019
90,1904,Russell Wilson,QB,SEA,88.4,8.04,203,59,116,11.0,11.0,2019
91,2870,Christian Kirk,WR,ARI,89.9,8.06,373,69,111,7.9,13.0,2019
92,1645,LeSean McCoy,RB,KC,90.8,8.07,479,67,112,8.9,8.0,2019
93,2349,Sterling Shepard,WR,NYG,92.2,8.08,331,71,108,7.8,9.0,2019
94,1305,Chicago Defense,DEF,CHI,92.4,8.08,312,69,111,8.7,14.0,2019
95,3253,Darrell Henderson,RB,LAR,93.0,8.09,146,69,108,9.2,7.0,2019
96,1794,Cam Newton,QB,CAR,94.4,8.10,295,68,115,9.9,13.0,2019
97,2869,Rashaad Penny,RB,SEA,95.3,8.11,198,74,111,7.8,11.0,2019
98,2361,Austin Hooper,TE,ATL,95.4,8.11,138,60,131,13.3,14.0,2019
99,2109,Sammy Watkins,WR,KC,96.1,8.12,322,75,113,8.0,8.0,2019
100,2888,Lamar Jackson,QB,BAL,97.6,9.02,358,70,118,10.3,10.0,2019
101,2691,Geronimo Allison,WR,GB,98.7,9.03,315,77,113,8.2,14.0,2019
102,2987,Marquez Valdes-Scantling,WR,GB,100.6,9.05,341,78,123,8.6,14.0,2019
103,2450,Kareem Hunt,RB,CLE,100.8,9.05,165,69,126,11.9,9.0,2019
104,2864,James Washington,WR,PIT,101.3,9.05,330,79,119,8.3,9.0,2019
105,2384,Jordan Howard,RB,PHI,103.7,9.08,157,80,129,9.0,7.0,2019
106,2275,Jameis Winston,QB,TB,105.1,9.09,298,83,128,8.4,11.0,2019
107,2061,Marvin Jones,WR,DET,105.3,9.09,239,85,121,7.6,6.0,2019
108,1328,LA Rams Defense,DEF,LAR,105.6,9.10,134,82,119,8.9,7.0,2019
109,374,Larry Fitzgerald,WR,ARI,106.5,9.11,222,81,128,9.5,13.0,2019
110,1006,Ben Roethlisberger,QB,PIT,106.8,9.11,367,83,126,9.1,9.0,2019
111,2875,Royce Freeman,RB,DEN,108.1,9.12,203,86,137,8.3,9.0,2019
112,1314,Jacksonville Defense,DEF,JAX,109.3,10.01,145,78,130,11.9,11.0,2019
113,2926,Dante Pettis,WR,SF,109.8,10.02,236,85,127,9.5,9.0,2019
114,2435,Corey Davis,WR,TEN,110.8,10.03,234,89,128,8.2,6.0,2019
115,3299,Kyler Murray,QB,ARI,110.9,10.03,223,89,126,8.1,13.0,2019
116,2874,Kalen Ballage,RB,MIA,113.5,10.05,160,85,141,10.7,11.0,2019
117,2879,Michael Gallup,WR,DAL,113.8,10.06,281,91,130,8.4,9.0,2019
118,119,Tom Brady,QB,NE,114.6,10.07,210,80,134,13.0,10.0,2019
119,1201,Delanie Walker,TE,TEN,115.4,10.07,428,73,150,16.0,6.0,2019
120,995,Philip Rivers,QB,LAC,116.1,10.08,248,92,132,9.1,8.0,2019
121,1332,Baltimore Defense,DEF,BAL,117.0,10.09,107,84,137,12.6,10.0,2019
122,2112,Eric Ebron,TE,IND,117.5,10.10,245,68,151,18.8,14.0,2019
123,3219,Jaylen Samuels,RB,PIT,119.0,10.11,282,92,145,10.4,9.0,2019
124,1357,DeSean Jackson,WR,PHI,119.4,10.11,181,94,138,9.5,7.0,2019
125,2137,Donte Moncrief,WR,CAR,119.8,10.12,211,93,140,10.2,13.0,2019
126,2970,Justin Jackson,RB,LAC,119.9,10.12,431,93,145,10.3,8.0,2019
127,3266,Justice Hill,RB,BAL,120.7,11.01,325,96,139,9.2,10.0,2019
128,1730,Golden Tate,WR,NYG,123.3,11.03,189,97,145,10.1,9.0,2019
129,1307,Cleveland Defense,DEF,CLE,126.0,11.06,87,101,141,9.5,9.0,2019
130,3307,T.J. Hockenson,TE,DET,126.1,11.06,352,86,156,15.2,6.0,2019
131,2862,Courtland Sutton,WR,DEN,126.2,11.06,151,95,148,11.8,9.0,2019
132,2377,Dak Prescott,QB,DAL,127.2,11.07,249,100,150,10.2,9.0,2019
133,3458,Alexander Mattison,RB,MIN,127.3,11.07,273,95,149,12.1,7.0,2019
134,2331,Jamison Crowder,WR,NYJ,128.8,11.09,184,102,150,10.0,10.0,2019
135,1902,Kirk Cousins,QB,MIN,130.7,11.11,196,104,149,10.0,7.0,2019
136,2703,Peyton Barber,RB,TB,131.3,11.11,287,95,170,13.8,11.0,2019
137,2483,Tyrell Williams,WR,LV,131.4,11.11,144,108,151,9.0,6.0,2019
138,3239,D.K. Metcalf,WR,SEA,131.8,11.12,125,95,148,14.1,11.0,2019
139,925,Adrian Peterson,RB,WAS,133.1,12.01,218,101,168,12.1,14.0,2019
140,1317,Minnesota Defense,DEF,MIN,134.0,12.02,126,111,157,8.5,7.0,2019
141,2878,Anthony Miller,WR,CHI,134.4,12.02,139,114,149,7.5,14.0,2019
142,2138,John Brown,WR,BUF,136.2,12.04,160,113,165,8.6,7.0,2019
143,1325,LA Chargers Defense,DEF,LAC,137.4,12.05,77,114,167,9.7,8.0,2019
144,3426,Mecole Hardman,WR,KC,137.7,12.06,78,102,160,13.5,8.0,2019
145,1308,Dallas Defense,DEF,DAL,137.9,12.06,79,103,177,13.2,9.0,2019
146,2461,Mitch Trubisky,QB,CHI,139.2,12.07,186,110,172,11.2,14.0,2019
147,2872,Mark Andrews,TE,BAL,142.1,12.10,438,92,179,19.1,10.0,2019
148,1860,Dion Lewis,RB,TEN,142.9,12.11,279,104,179,14.9,6.0,2019
149,1960,Greg Zuerlein,PK,LAR,144.3,12.12,493,115,159,10.9,7.0,2019
150,1309,Denver Defense,DEF,DEN,145.8,13.02,108,108,180,14.4,9.0,2019
151,2885,Josh Allen,QB,BUF,145.8,13.02,173,113,180,12.3,7.0,2019
152,2892,Keke Coutee,WR,HOU,146.2,13.02,110,111,175,13.3,6.0,2019
153,2131,Jimmy Garoppolo,QB,SF,147.5,13.04,151,103,179,17.1,9.0,2019
154,890,Greg Olsen,TE,CAR,148.9,13.05,275,98,180,19.4,13.0,2019
155,1962,Justin Tucker,PK,BAL,149.7,13.06,253,121,161,10.8,10.0,2019
156,3243,Damien Harris,RB,NE,151.4,13.07,175,115,176,13.7,10.0,2019
157,2514,Harrison Butker,PK,KC,151.6,13.08,140,126,162,9.8,8.0,2019
158,3246,Deebo Samuel,WR,SF,151.8,13.08,102,123,172,11.2,9.0,2019
159,2129,Carlos Hyde,RB,HOU,151.9,13.08,349,105,183,17.8,6.0,2019
160,437,Frank Gore,RB,BUF,152.3,13.08,46,83,200,27.6,7.0,2019
161,2197,Trey Burton,TE,CHI,152.4,13.08,55,89,179,24.4,14.0,2019
162,3237,N'Keal Harry,WR,NE,152.8,13.09,63,116,175,13.8,10.0,2019
163,2991,Ito Smith,RB,ATL,154.2,13.10,163,108,180,17.5,14.0,2019
164,1799,Kyle Rudolph,TE,MIN,154.9,13.11,94,90,185,24.7,7.0,2019
165,2322,Darren Waller,TE,LV,155.8,13.12,44,123,180,15.0,6.0,2019
166,2317,Ty Montgomery,RB,NYJ,157.1,14.01,135,107,187,19.1,10.0,2019
167,2118,Derek Carr,QB,LV,157.4,14.01,118,119,180,14.5,6.0,2019
168,438,Stephen Gostkowski,PK,NE,157.5,14.01,88,104,178,20.5,10.0,2019
169,2326,Malcolm Brown,RB,LAR,157.6,14.02,126,114,191,16.7,7.0,2019
170,2522,Wil Lutz,PK,NO,157.6,14.02,74,139,166,7.0,14.0,2019
171,2798,Dare Ogunbowale,RB,TB,157.9,14.02,56,114,180,17.9,11.0,2019
172,1995,Jordan Reed,TE,WAS,158.0,14.02,123,111,183,18.0,14.0,2019
173,1323,Philadelphia Defense,DEF,PHI,158.1,14.02,233,124,180,13.0,7.0,2019
174,2867,Ronald Jones II,RB,TB,158.1,14.02,132,113,180,17.1,11.0,2019
175,1318,New England Defense,DEF,NE,159.1,14.03,229,121,181,14.4,10.0,2019
176,2948,Nyheim Hines,RB,IND,159.2,14.03,66,110,181,18.7,14.0,2019
177,1970,Cole Beasley,WR,BUF,159.6,14.04,94,121,180,14.8,7.0,2019
178,1324,Pittsburgh Defense,DEF,PIT,160.5,14.05,42,131,180,12.6,9.0,2019
179,1919,Mohamed Sanu,WR,NE,160.7,14.05,94,124,183,13.9,10.0,2019
180,1664,Matthew Stafford,QB,DET,160.8,14.05,99,114,180,17.9,6.0,2019
181,1735,Demaryius Thomas,WR,NYJ,161.4,14.05,101,120,181,15.9,10.0,2019
182,2011,Kenny Stills,WR,HOU,161.5,14.06,43,115,184,17.7,6.0,2019
183,2941,Tre'Quan Smith,WR,NO,161.6,14.06,78,119,180,16.2,14.0,2019
184,1327,Seattle Defense,DEF,SEA,162.7,14.07,288,130,186,12.3,11.0,2019
185,1319,New Orleans Defense,DEF,NO,162.8,14.07,44,112,180,19.3,14.0,2019
186,2531,Kaimi Fairbairn,PK,HOU,162.9,14.07,80,147,178,6.0,6.0,2019
187,1993,Marquise Goodwin,WR,SF,163.0,14.07,64,127,180,13.8,9.0,2019
188,2884,Sam Darnold,QB,NYJ,164.2,14.08,84,131,180,12.8,10.0,2019
189,1312,Houston Defense,DEF,HOU,165.4,14.09,70,145,185,8.9,6.0,2019
190,1303,Buffalo Defense,DEF,BUF,165.5,14.09,65,136,180,11.2,7.0,2019
191,2701,Adam Humphries,WR,TEN,166.9,14.11,50,140,182,10.3,6.0,2019
192,2529,Jake Elliott,PK,PHI,167.2,14.11,74,135,180,12.1,7.0,2019
193,3031,Michael Badgley,PK,LAC,168.2,14.12,69,137,180,11.9,8.0,2019
194,251,Mason Crosby,PK,GB,169.2,15.01,78,154,185,5.7,14.0,2019
195,439,Robbie Gould,PK,SF,169.8,15.02,70,154,188,6.0,9.0,2019
196,2526,Giorgio Tavecchio,PK,ATL,170.5,15.02,40,141,180,11.1,14.0,2019
197,2424,Jason Myers,PK,SEA,170.7,15.03,57,140,180,11.8,11.0,2019
198,1891,Dan Bailey,PK,MIN,172.0,15.04,57,163,180,4.0,7.0,2019
199,2910,Brett Maher,PK,DAL,172.7,15.05,63,160,180,4.6,9.0,2019
0,2434,Christian McCaffrey,RB,CAR,1.2,1.01,936,1,4,0.5,13.0,2020
1,2860,Saquon Barkley,RB,NYG,2.5,1.03,960,1,6,0.7,9.0,2020
2,2343,Ezekiel Elliott,RB,DAL,3.4,1.03,521,1,11,1.6,9.0,2020
3,2439,Alvin Kamara,RB,NO,4.9,1.05,960,1,12,1.3,14.0,2020
4,2357,Michael Thomas,WR,NO,5.6,1.06,811,1,11,1.6,14.0,2020
5,4889,Clyde Edwards-Helaire,RB,KC,6.2,1.06,782,1,11,1.7,8.0,2020
6,2432,Dalvin Cook,RB,MIN,6.2,1.06,873,2,11,1.5,7.0,2020
7,2350,Derrick Henry,RB,TEN,7.4,1.07,900,3,12,1.7,6.0,2020
8,3255,Josh Jacobs,RB,LV,9.1,1.09,648,4,17,1.7,6.0,2020
9,2125,Davante Adams,WR,GB,10.4,1.10,832,5,21,1.9,14.0,2020
10,2625,Austin Ekeler,RB,LAC,11.5,1.11,850,5,22,2.1,8.0,2020
11,3252,Miles Sanders,RB,PHI,12.0,1.12,652,6,21,2.3,7.0,2020
12,2438,Joe Mixon,RB,CIN,13.1,2.01,736,6,21,2.5,10.0,2020
13,1796,Julio Jones,WR,ATL,14.4,2.02,856,7,22,2.8,14.0,2020
14,2360,Kenyan Drake,RB,ARI,14.8,2.03,1008,7,24,2.7,13.0,2020
15,2390,Tyreek Hill,WR,KC,15.8,2.04,944,7,25,3.1,8.0,2020
16,2863,Nick Chubb,RB,CLE,16.3,2.04,910,8,24,3.1,9.0,2020
17,2507,Aaron Jones,RB,GB,17.5,2.06,976,9,28,2.9,14.0,2020
18,1975,DeAndre Hopkins,WR,ARI,18.5,2.07,931,9,28,3.4,13.0,2020
19,2462,Patrick Mahomes,QB,KC,18.7,2.07,674,4,34,5.4,8.0,2020
20,1989,Travis Kelce,TE,KC,19.9,2.08,877,9,33,3.9,8.0,2020
21,2465,Chris Godwin,WR,TB,21.5,2.10,910,13,33,3.0,11.0,2020
22,2470,James Conner,RB,PIT,22.4,2.10,852,13,37,3.4,9.0,2020
23,2888,Lamar Jackson,QB,BAL,22.7,2.11,765,8,34,5.6,10.0,2020
24,2499,George Kittle,TE,SF,24.4,2.12,816,14,35,3.9,9.0,2020
25,2488,Kenny Golladay,WR,DET,25.8,3.02,820,17,35,3.1,6.0,2020
26,2518,Chris Carson,RB,SEA,26.4,3.02,883,15,37,4.0,11.0,2020
27,2111,Mike Evans,WR,TB,27.9,3.04,782,19,37,3.2,11.0,2020
28,2297,David Johnson,RB,HOU,28.5,3.04,816,18,43,3.9,6.0,2020
29,2280,Todd Gurley,RB,ATL,29.1,3.05,732,16,42,5.0,14.0,2020
30,2431,Adam Thielen,WR,MIN,30.3,3.06,824,21,44,3.6,7.0,2020
31,2130,Allen Robinson,WR,CHI,31.8,3.08,652,22,42,3.7,14.0,2020
32,4864,Jonathan Taylor,RB,IND,32.6,3.09,726,20,44,4.6,14.0,2020
33,2876,D.J. Moore,WR,CAR,32.6,3.09,712,22,48,3.8,13.0,2020
34,1983,LeVeon Bell,RB,KC,34.5,3.10,643,21,49,5.0,8.0,2020
35,2433,Leonard Fournette,RB,TB,35.4,3.11,565,22,51,4.9,11.0,2020
36,2113,Odell Beckham Jr,WR,CLE,35.7,3.12,855,23,48,4.6,9.0,2020
37,2442,JuJu Smith-Schuster,WR,PIT,36.9,4.01,895,26,48,4.0,9.0,2020
38,2277,Amari Cooper,WR,DAL,38.1,4.02,780,26,48,4.4,9.0,2020
39,2282,Melvin Gordon,RB,DEN,39.4,4.03,861,26,55,4.9,9.0,2020
40,2449,Cooper Kupp,WR,LAR,40.3,4.04,805,29,51,4.3,7.0,2020
41,2866,Calvin Ridley,WR,ATL,40.9,4.05,906,29,55,4.2,14.0,2020
42,2872,Mark Andrews,TE,BAL,42.4,4.06,508,26,60,6.3,10.0,2020
43,1981,Robert Woods,WR,LAR,42.4,4.06,795,33,54,3.6,7.0,2020
44,1800,Mark Ingram,RB,BAL,42.5,4.06,759,29,58,5.1,10.0,2020
45,3247,A.J. Brown,WR,TEN,44.4,4.08,588,33,57,4.0,6.0,2020
46,3239,D.K. Metcalf,WR,SEA,45.3,4.09,612,33,59,4.4,11.0,2020
47,3267,Devin Singletary,RB,BUF,46.4,4.10,469,29,68,6.4,7.0,2020
48,2912,D.J. Chark,WR,JAX,47.5,4.11,754,35,63,4.7,11.0,2020
49,2737,Raheem Mostert,RB,SF,49.4,5.01,776,33,69,6.1,9.0,2020
50,2304,Tyler Lockett,WR,SEA,49.9,5.02,701,38,67,4.3,11.0,2020
51,1978,Zach Ertz,TE,PHI,50.6,5.03,627,32,69,6.9,7.0,2020
52,3449,Terry McLaurin,WR,WAS,50.8,5.03,667,40,67,3.9,14.0,2020
53,4881,Cam Akers,RB,LAR,52.8,5.05,809,37,68,5.7,7.0,2020
54,2450,Kareem Hunt,RB,CLE,53.1,5.05,835,37,68,6.0,9.0,2020
55,1992,Keenan Allen,WR,LAC,53.5,5.06,845,41,72,4.7,8.0,2020
56,2377,Dak Prescott,QB,DAL,54.7,5.07,444,34,74,7.6,9.0,2020
57,2867,Ronald Jones II,RB,TB,56.5,5.08,838,42,72,5.5,11.0,2020
58,1935,T.Y. Hilton,WR,IND,57.5,5.10,685,44,78,5.0,14.0,2020
59,2862,Courtland Sutton,WR,DEN,58.1,5.10,825,43,72,5.5,9.0,2020
60,3238,David Montgomery,RB,CHI,59.7,5.12,504,43,76,6.4,14.0,2020
61,3249,Marquise Brown,WR,BAL,60.0,5.12,684,45,77,5.5,10.0,2020
62,4862,D'Andre Swift,RB,DET,61.4,6.01,556,47,75,5.5,6.0,2020
63,2322,Darren Waller,TE,LV,61.6,6.02,564,45,89,6.4,6.0,2020
64,1904,Russell Wilson,QB,SEA,62.0,6.02,588,40,82,8.1,11.0,2020
65,3299,Kyler Murray,QB,ARI,62.6,6.03,408,41,86,8.1,13.0,2020
66,2316,Stefon Diggs,WR,BUF,65.0,6.05,885,49,82,5.8,7.0,2020
67,2279,DeVante Parker,WR,MIA,66.7,6.07,754,51,86,5.8,11.0,2020
68,4888,J.K. Dobbins,RB,BAL,67.0,6.07,498,53,83,5.2,10.0,2020
69,2444,Deshaun Watson,QB,HOU,69.3,6.09,595,52,92,6.4,6.0,2020
70,1795,A.J. Green,WR,CIN,69.8,6.10,791,53,97,6.4,10.0,2020
71,1740,Rob Gronkowski,TE,TB,70.4,6.10,348,46,96,9.3,11.0,2020
72,2345,Will Fuller,WR,HOU,70.5,6.11,854,54,95,6.1,6.0,2020
73,2879,Michael Gallup,WR,DAL,72.2,6.12,833,54,96,6.7,9.0,2020
74,2154,James White,RB,NE,72.7,7.01,585,54,93,6.8,10.0,2020
75,2469,Marlon Mack,RB,IND,74.6,7.03,522,52,93,8.3,14.0,2020
76,2451,Evan Engram,TE,NYG,74.8,7.03,446,57,100,6.8,9.0,2020
77,1708,Julian Edelman,WR,NE,77.2,7.05,709,59,97,6.7,10.0,2020
78,2359,Tyler Boyd,WR,CIN,78.5,7.06,873,60,96,7.0,10.0,2020
79,5008,Antonio Gibson,RB,WAS,79.0,7.07,464,62,97,6.5,14.0,2020
80,2889,Hayden Hurst,TE,ATL,79.4,7.07,410,61,103,6.9,14.0,2020
81,2384,Jordan Howard,RB,PHI,80.0,7.08,502,61,98,7.2,7.0,2020
82,127,Drew Brees,QB,NO,80.1,7.08,386,56,105,9.2,14.0,2020
83,2114,Brandin Cooks,WR,HOU,81.5,7.09,751,63,99,7.1,6.0,2020
84,4877,Zack Moss,RB,BUF,83.7,7.12,657,64,99,7.4,7.0,2020
85,3032,Phillip Lindsay,RB,DEN,83.8,7.12,601,63,99,7.6,9.0,2020
86,2493,Tarik Cohen,RB,CHI,84.6,8.01,595,66,105,6.8,14.0,2020
87,1342,Matt Ryan,QB,ATL,84.8,8.01,433,62,111,8.7,14.0,2020
88,2132,Jarvis Landry,WR,CLE,85.5,8.01,733,65,104,7.6,9.0,2020
89,119,Tom Brady,QB,TB,88.0,8.04,381,63,115,9.5,11.0,2020
90,3246,Deebo Samuel,WR,SF,89.1,8.05,608,67,110,8.3,9.0,2020
91,3419,Diontae Johnson,WR,PIT,89.4,8.05,503,70,106,7.2,9.0,2020
92,2370,Tyler Higbee,TE,LAR,89.7,8.06,370,64,116,9.7,7.0,2020
93,2525,Matt Breida,RB,MIA,90.5,8.07,456,71,112,7.5,11.0,2020
94,4869,CeeDee Lamb,WR,DAL,93.2,8.09,611,72,112,8.0,9.0,2020
95,1004,Aaron Rodgers,QB,GB,94.3,8.10,376,70,122,9.1,14.0,2020
96,2023,Latavius Murray,RB,NO,94.9,8.11,489,76,108,7.2,14.0,2020
97,2061,Marvin Jones,WR,DET,95.1,8.11,665,75,112,7.7,6.0,2020
98,2289,Tevin Coleman,RB,SF,96.4,8.12,389,77,111,7.2,9.0,2020
99,3458,Alexander Mattison,RB,MIN,96.7,9.01,350,77,111,7.4,7.0,2020
100,2868,Kerryon Johnson,RB,DET,97.2,9.01,525,77,118,7.7,6.0,2020
101,2354,Hunter Henry,TE,LAC,98.0,9.02,406,69,137,10.9,8.0,2020
102,1762,Emmanuel Sanders,WR,NO,100.0,9.04,549,79,119,7.8,14.0,2020
103,2980,Chase Edmonds,RB,ARI,101.1,9.05,446,81,120,7.4,13.0,2020
104,3243,Damien Harris,RB,NE,101.1,9.05,324,83,121,6.7,10.0,2020
105,2885,Josh Allen,QB,BUF,101.5,9.05,484,75,129,10.0,7.0,2020
106,2331,Jamison Crowder,WR,NYJ,102.6,9.07,596,83,119,7.2,10.0,2020
107,4874,Henry Ruggs III,WR,LV,104.5,9.09,463,84,130,7.6,6.0,2020
108,3426,Mecole Hardman,WR,KC,106.1,9.10,330,82,122,9.1,8.0,2020
109,1326,San Francisco Defense,DEF,SF,106.3,9.10,334,81,125,9.4,9.0,2020
110,2865,Sony Michel,RB,NE,107.4,9.11,342,82,127,9.4,10.0,2020
111,2352,Carson Wentz,QB,PHI,107.9,9.12,438,83,127,9.4,7.0,2020
112,4879,Jalen Reagor,WR,PHI,109.5,10.02,303,92,132,6.4,7.0,2020
113,1664,Matthew Stafford,QB,DET,111.3,10.03,569,90,131,8.1,6.0,2020
114,4886,A.J. Dillon,RB,GB,111.9,10.04,262,91,138,8.0,14.0,2020
115,4861,Jerry Jeudy,WR,DEN,112.3,10.04,444,92,128,7.7,9.0,2020
116,3437,Darius Slayton,WR,NYG,113.2,10.05,334,93,128,7.5,9.0,2020
117,3253,Darrell Henderson,RB,LAR,114.1,10.06,274,95,132,7.3,7.0,2020
118,1658,Jared Cook,TE,NO,115.2,10.07,483,75,161,15.3,14.0,2020
119,2870,Christian Kirk,WR,ARI,116.9,10.09,446,97,132,7.6,13.0,2020
120,925,Adrian Peterson,RB,DET,118.4,10.10,296,95,142,8.7,6.0,2020
121,2349,Sterling Shepard,WR,NYG,118.9,10.11,512,95,148,9.2,9.0,2020
122,1332,Baltimore Defense,DEF,BAL,119.3,10.11,311,102,139,6.3,10.0,2020
123,3435,Tony Pollard,RB,DAL,119.4,10.11,266,96,143,8.7,9.0,2020
124,3251,Noah Fant,TE,DEN,119.6,10.12,555,83,151,13.7,9.0,2020
125,1324,Pittsburgh Defense,DEF,PIT,119.6,10.12,332,95,141,9.4,9.0,2020
126,2994,Boston Scott,RB,PHI,120.1,10.12,442,96,148,9.1,7.0,2020
127,1794,Cam Newton,QB,NE,120.7,11.01,530,97,143,8.9,10.0,2020
128,4876,Justin Jefferson,WR,MIN,121.5,11.02,297,94,138,10.3,7.0,2020
129,3264,Daniel Jones,QB,NYG,125.4,11.05,331,101,144,9.3,9.0,2020
130,1303,Buffalo Defense,DEF,BUF,126.3,11.06,250,104,146,8.5,7.0,2020
131,3259,Bryce Love,RB,WAS,126.8,11.07,206,103,147,8.9,14.0,2020
132,2878,Anthony Miller,WR,CHI,126.9,11.07,357,105,145,8.4,14.0,2020
133,1357,DeSean Jackson,WR,PHI,127.1,11.07,339,102,150,9.3,7.0,2020
134,1006,Ben Roethlisberger,QB,PIT,129.5,11.10,364,102,148,10.6,9.0,2020
135,3588,Preston Williams,WR,MIA,130.9,11.11,233,107,145,9.1,11.0,2020
136,2285,Duke Johnson,RB,HOU,131.0,11.11,390,102,169,11.0,6.0,2020
137,3077,Allen Lazard,WR,GB,131.0,11.11,296,108,148,8.7,14.0,2020
138,4899,Ke'Shawn Vaughn,RB,TB,134.4,12.02,221,106,166,10.6,11.0,2020
139,3473,Ryquell Armstead,RB,JAX,135.3,12.03,134,65,187,26.8,11.0,2020
140,4882,Joe Burrow,QB,CIN,135.7,12.04,295,111,168,9.2,10.0,2020
141,4891,Brandon Aiyuk,WR,SF,135.9,12.04,190,111,165,9.4,9.0,2020
142,2361,Austin Hooper,TE,CLE,136.7,12.05,708,87,178,18.8,9.0,2020
143,1305,Chicago Defense,DEF,CHI,136.7,12.05,224,115,163,8.0,14.0,2020
144,2970,Justin Jackson,RB,LAC,137.6,12.06,298,104,180,12.9,8.0,2020
145,2948,Nyheim Hines,RB,IND,139.9,12.08,337,101,179,14.6,14.0,2020
146,1318,New England Defense,DEF,NE,140.2,12.08,181,121,159,7.0,10.0,2020
147,2109,Sammy Watkins,WR,KC,140.5,12.08,229,110,166,11.6,8.0,2020
148,3307,T.J. Hockenson,TE,DET,143.1,12.11,648,97,178,17.4,6.0,2020
149,1962,Justin Tucker,PK,BAL,144.5,12.12,814,115,161,11.0,10.0,2020
150,2886,Baker Mayfield,QB,CLE,144.7,13.01,298,114,175,11.6,9.0,2020
151,1730,Golden Tate,WR,NYG,145.3,13.01,228,108,175,14.2,9.0,2020
